,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Profit Margin,Month Date,Weekday
6836,Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,7401.8,800,68000,644549.0,In-store,2021,December,947.8661764705881,12,Thursday
6837,West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Street Footwear,5224.8,800,48000,454976.0,In-store,2021,October,947.8666666666667,10,Sunday
6838,Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Street Footwear,3483.2,800,32000,303317.0,In-store,2021,January,947.865625,1,Thursday
6839,Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Street Footwear,3483.2,800,32000,303317.0,In-store,2021,April,947.865625,4,Sunday
6840,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Street Footwear,4354.0,800,40000,379146.0,In-store,2021,September,947.865,9,Friday
6841,Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Street Footwear,4789.4,800,44000,417061.0,In-store,2021,December,947.8659090909091,12,Friday
6842,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,7837.2,800,72000,682463.0,In-store,2021,August,947.8652777777778,8,Tuesday
6843,Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Street Footwear,3047.7999999999997,800,28000,265402.0,In-store,2021,February,947.8642857142856,2,Wednesday
6844,Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Street Footwear,3918.6,800,36000,341232.0,In-store,2021,September,947.8666666666667,9,Wednesday
6845,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Street Footwear,3047.7999999999997,800,28000,265402.0,In-store,2021,July,947.8642857142856,7,Saturday
6846,West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Street Footwear,7837.2,800,72000,682463.0,In-store,2021,August,947.8652777777778,8,Tuesday
6847,West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,6095.599999999999,800,56000,530805.0,Online,2021,December,947.8660714285714,12,Thursday
6848,West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Athletic Footwear,6966.4,800,64000,606634.0,Online,2021,December,947.865625,12,Thursday
6849,Foot Locker,1197831,2021-07-06,West,Idaho,Boise,Women's Apparel,5660.2,800,52000,492890.0,Online,2021,July,947.8653846153848,7,Tuesday
6850,Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Apparel,3047.7999999999997,800,28000,265402.0,Online,2021,February,947.8642857142856,2,Sunday
6851,Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Apparel,5224.8,800,48000,454976.0,Online,2021,May,947.8666666666667,5,Wednesday
6852,Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,4354.0,800,40000,379146.0,Online,2021,June,947.865,6,Monday
6853,Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Apparel,5660.2,800,52000,492890.0,Online,2021,July,947.8653846153848,7,Monday
6854,Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Apparel,4789.4,800,44000,417061.0,Online,2021,September,947.8659090909091,9,Sunday
6855,Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,3918.6,800,36000,341232.0,Online,2021,October,947.8666666666667,10,Thursday
6856,Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,5224.8,800,48000,454976.0,Online,2021,July,947.8666666666667,7,Friday
6857,Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,5224.8,800,48000,454976.0,Online,2021,August,947.8666666666667,8,Tuesday
6858,Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Men's Street Footwear,4354.0,800,40000,379146.0,Online,2021,June,947.865,6,Friday
6859,Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Street Footwear,4354.0,795,39750,379146.0,In-store,2021,May,953.8264150943396,5,Saturday
6860,Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Men's Street Footwear,3918.6,795,35775,341232.0,Online,2021,May,953.8280922431866,5,Sunday
6861,Walmart,1197831,2020-08-14,South,Texas,Houston,Women's Street Footwear,3047.7999999999997,775,27125,265402.0,Outlet,2020,August,978.4405529953917,8,Friday
6862,West Gear,1128299,2020-11-01,South,Texas,Houston,Men's Street Footwear,3483.2,775,31000,303317.0,Outlet,2020,November,978.4419354838709,11,Sunday
6863,West Gear,1128299,2020-11-02,South,Texas,Houston,Men's Athletic Footwear,4354.0,775,38750,379146.0,Outlet,2020,November,978.4412903225807,11,Monday
6864,West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,4354.0,775,38750,379146.0,Outlet,2020,November,978.4412903225807,11,Tuesday
6865,West Gear,1128299,2020-11-06,West,California,San Francisco,Women's Apparel,4354.0,775,38750,379146.0,Outlet,2020,November,978.4412903225807,11,Friday
6866,West Gear,1128299,2021-01-16,West,California,San Francisco,Men's Apparel,5660.2,775,50375,492890.0,Outlet,2021,January,978.4416873449131,1,Saturday
6867,West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,6966.4,775,62000,606634.0,Outlet,2021,January,978.4419354838709,1,Sunday
6868,West Gear,1128299,2021-01-26,West,California,San Francisco,Women's Street Footwear,4789.4,775,42625,417061.0,Outlet,2021,January,978.442228739003,1,Tuesday
6869,West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,6095.599999999999,775,54250,530805.0,Outlet,2021,January,978.442396313364,1,Friday
6870,West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,6095.599999999999,775,54250,530805.0,Outlet,2021,February,978.442396313364,2,Wednesday
6871,West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,4789.4,775,42625,417061.0,Outlet,2021,February,978.442228739003,2,Saturday
6872,West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,4789.4,775,42625,417061.0,Outlet,2021,February,978.442228739003,2,Sunday
6873,Sports Direct,1197831,2021-09-05,South,Texas,Dallas,Men's Athletic Footwear,2612.4,775,23250,227488.0,Outlet,2021,September,978.4430107526882,9,Sunday
6874,Sports Direct,1197831,2021-09-27,South,Texas,Dallas,Women's Apparel,5224.8,775,46500,454976.0,Outlet,2021,September,978.4430107526882,9,Monday
6875,Sports Direct,1197831,2021-10-21,South,Texas,Dallas,Women's Apparel,6095.599999999999,775,54250,530805.0,Outlet,2021,October,978.442396313364,10,Thursday
6876,West Gear,1128299,2020-04-20,West,Colorado,Denver,Men's Street Footwear,5660.2,775,50375,492890.0,In-store,2020,April,978.4416873449131,4,Monday
6877,West Gear,1128299,2020-07-07,West,Washington,Seattle,Men's Street Footwear,7401.8,775,65875,644549.0,In-store,2020,July,978.442504743833,7,Tuesday
6878,Foot Locker,1185732,2020-08-20,Southeast,Florida,Miami,Women's Street Footwear,3047.7999999999997,775,27125,265402.0,In-store,2020,August,978.4405529953917,8,Thursday
6879,Foot Locker,1185732,2020-08-23,Southeast,Florida,Miami,Women's Apparel,3918.6,775,34875,341232.0,In-store,2020,August,978.4430107526882,8,Sunday
6880,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,4789.4,775,42625,417061.0,In-store,2020,April,978.442228739003,4,Friday
6881,West Gear,1185732,2020-09-08,Southeast,Florida,Miami,Women's Athletic Footwear,4354.0,775,38750,379146.0,In-store,2020,September,978.4412903225807,9,Tuesday
6882,West Gear,1185732,2020-09-09,Southeast,Florida,Miami,Men's Apparel,5660.2,775,50375,492890.0,In-store,2020,September,978.4416873449131,9,Wednesday
6883,West Gear,1185732,2020-09-14,Southeast,Florida,Miami,Women's Athletic Footwear,4789.4,775,42625,417061.0,In-store,2020,September,978.442228739003,9,Monday
6884,Foot Locker,1185732,2020-09-20,Southeast,Florida,Miami,Women's Athletic Footwear,3918.6,775,34875,341232.0,In-store,2020,September,978.4430107526882,9,Sunday
6885,Sports Direct,1185732,2020-10-08,Southeast,Florida,Miami,Women's Athletic Footwear,4354.0,775,38750,379146.0,In-store,2020,October,978.4412903225807,10,Thursday
6886,Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Athletic Footwear,4789.4,775,42625,417061.0,In-store,2020,May,978.442228739003,5,Sunday
6887,Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Men's Apparel,5660.2,775,50375,492890.0,In-store,2020,May,978.4416873449131,5,Sunday
6888,Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,3483.2,775,31000,303317.0,Outlet,2021,April,978.4419354838709,4,Thursday
6889,Sports Direct,1197831,2021-04-09,South,Tennessee,Knoxville,Men's Street Footwear,3483.2,775,31000,303317.0,Outlet,2021,April,978.4419354838709,4,Friday
6890,Sports Direct,1197831,2021-04-10,South,Tennessee,Knoxville,Men's Athletic Footwear,3918.6,775,34875,341232.0,Outlet,2021,April,978.4430107526882,4,Saturday
6891,Sports Direct,1197831,2021-04-21,South,Tennessee,Knoxville,Men's Street Footwear,3918.6,775,34875,341232.0,Outlet,2021,April,978.4430107526882,4,Wednesday
6892,Sports Direct,1197831,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,4789.4,775,42625,417061.0,Outlet,2021,April,978.442228739003,4,Thursday
6893,Sports Direct,1197831,2021-10-06,South,Alabama,Birmingham,Men's Street Footwear,5224.8,775,46500,454976.0,Outlet,2021,October,978.4430107526882,10,Wednesday
6894,Sports Direct,1197831,2021-10-07,South,Alabama,Birmingham,Men's Athletic Footwear,5224.8,775,46500,454976.0,Outlet,2021,October,978.4430107526882,10,Thursday
6895,West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Apparel,6095.599999999999,775,54250,530805.0,In-store,2021,July,978.442396313364,7,Thursday
6896,West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Street Footwear,5224.8,775,46500,454976.0,In-store,2021,November,978.4430107526882,11,Tuesday
6897,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Street Footwear,4789.4,775,42625,417061.0,In-store,2021,October,978.442228739003,10,Tuesday
6898,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Street Footwear,4789.4,775,42625,417061.0,In-store,2021,June,978.442228739003,6,Thursday
6899,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,6966.4,775,62000,606634.0,In-store,2021,August,978.4419354838709,8,Tuesday
6900,West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Street Footwear,4789.4,775,42625,417061.0,In-store,2021,June,978.442228739003,6,Thursday
6901,West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Athletic Footwear,6966.4,775,62000,606634.0,In-store,2021,August,978.4419354838709,8,Tuesday
6902,West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Street Footwear,4354.0,775,38750,379146.0,Online,2021,July,978.4412903225807,7,Tuesday
6903,West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,4789.4,775,42625,417061.0,Online,2021,July,978.442228739003,7,Tuesday
6904,Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Street Footwear,4789.4,775,42625,417061.0,Online,2021,December,978.442228739003,12,Saturday
6905,Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Athletic Footwear,4789.4,775,42625,417061.0,Online,2021,December,978.442228739003,12,Saturday
6906,Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Women's Street Footwear,2612.4,775,23250,227488.0,Online,2021,February,978.4430107526882,2,Sunday
6907,Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Apparel,3483.2,775,31000,303317.0,Online,2021,April,978.4419354838709,4,Tuesday
6908,Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Street Footwear,4354.0,775,38750,379146.0,Online,2021,June,978.4412903225807,6,Monday
6909,Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,4789.4,775,42625,417061.0,Online,2021,July,978.442228739003,7,Monday
6910,Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,3918.6,775,34875,341232.0,Online,2021,August,978.4430107526882,8,Friday
6911,Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Apparel,5224.8,775,46500,454976.0,Online,2021,October,978.4430107526882,10,Thursday
6912,Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,5224.8,775,46500,454976.0,Online,2021,December,978.4430107526882,12,Sunday
6913,Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Apparel,6095.599999999999,775,54250,530805.0,Online,2021,December,978.442396313364,12,Sunday
6914,Sports Direct,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,5224.8,775,46500,454976.0,Online,2021,December,978.4430107526882,12,Thursday
6915,Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Women's Apparel,6531.0,775,58125,568719.0,Online,2021,December,978.4412903225807,12,Thursday
6916,Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Men's Street Footwear,3047.7999999999997,775,27125,265402.0,Online,2021,January,978.4405529953917,1,Wednesday
6917,Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Men's Street Footwear,4789.4,775,42625,417061.0,Online,2021,September,978.442228739003,9,Thursday
6918,Foot Locker,1185732,2021-02-18,Southeast,Kentucky,Louisville,Men's Street Footwear,2612.4,775,23250,227488.0,Online,2021,February,978.4430107526882,2,Thursday
6919,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,6095.599999999999,775,54250,530805.0,Online,2021,December,978.442396313364,12,Thursday
6920,Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,4789.4,775,42625,417061.0,Online,2021,July,978.442228739003,7,Monday
6921,Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Street Footwear,3047.7999999999997,770,26950,265402.0,In-store,2021,March,984.7940630797774,3,Monday
6922,Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Men's Street Footwear,2612.4,770,23100,227488.0,Online,2021,March,984.7965367965369,3,Tuesday
6923,Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,3483.2,750,30000,303317.0,Outlet,2020,August,1011.0566666666667,8,Friday
6924,Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,4354.0,750,37500,379146.0,Outlet,2020,September,1011.0559999999999,9,Sunday
6925,Walmart,1197831,2020-09-16,South,Texas,Houston,Women's Apparel,4789.4,750,41250,417061.0,Outlet,2020,September,1011.0569696969696,9,Wednesday
6926,West Gear,1128299,2021-01-01,West,California,San Francisco,Men's Athletic Footwear,5660.2,750,48750,492890.0,Outlet,2021,January,1011.0564102564103,1,Friday
6927,West Gear,1128299,2021-01-02,West,California,San Francisco,Women's Street Footwear,5660.2,750,48750,492890.0,Outlet,2021,January,1011.0564102564103,1,Saturday
6928,West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,5660.2,750,48750,492890.0,Outlet,2021,January,1011.0564102564103,1,Thursday
6929,West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,6531.0,750,56250,568719.0,Outlet,2021,January,1011.0559999999999,1,Friday
6930,Kohl's,1189833,2021-03-13,West,California,Los Angeles,Men's Street Footwear,3047.7999999999997,750,26250,265402.0,Outlet,2021,March,1011.0552380952381,3,Saturday
6931,Kohl's,1189833,2021-04-20,West,California,Los Angeles,Men's Athletic Footwear,4354.0,750,37500,379146.0,Outlet,2021,April,1011.0559999999999,4,Tuesday
6932,Kohl's,1189833,2021-04-21,West,California,Los Angeles,Women's Street Footwear,4354.0,750,37500,379146.0,Outlet,2021,April,1011.0559999999999,4,Wednesday
6933,Kohl's,1189833,2021-04-27,West,California,Los Angeles,Women's Street Footwear,4354.0,750,37500,379146.0,Outlet,2021,April,1011.0559999999999,4,Tuesday
6934,Sports Direct,1197831,2021-09-04,South,Texas,Dallas,Men's Street Footwear,1741.6,750,15000,151659.0,Outlet,2021,September,1011.06,9,Saturday
6935,West Gear,1128299,2020-02-07,West,Nevada,Las Vegas,Men's Street Footwear,5224.8,750,45000,454976.0,Outlet,2020,February,1011.0577777777778,2,Friday
6936,West Gear,1128299,2020-06-25,West,Washington,Seattle,Men's Street Footwear,6531.0,750,56250,568719.0,In-store,2020,June,1011.0559999999999,6,Thursday
6937,West Gear,1128299,2020-07-08,West,Washington,Seattle,Men's Athletic Footwear,6966.4,750,60000,606634.0,In-store,2020,July,1011.0566666666667,7,Wednesday
6938,West Gear,1128299,2020-07-31,West,Washington,Seattle,Men's Street Footwear,6966.4,750,60000,606634.0,In-store,2020,July,1011.0566666666667,7,Friday
6939,West Gear,1128299,2020-08-01,West,Washington,Seattle,Men's Athletic Footwear,7401.8,750,63750,644549.0,In-store,2020,August,1011.0572549019607,8,Saturday
6940,Foot Locker,1185732,2020-08-10,Southeast,Florida,Miami,Men's Apparel,4789.4,750,41250,417061.0,In-store,2020,August,1011.0569696969696,8,Monday
6941,Foot Locker,1185732,2020-08-13,Southeast,Florida,Miami,Men's Athletic Footwear,3918.6,750,33750,341232.0,In-store,2020,August,1011.0577777777778,8,Thursday
6942,Foot Locker,1185732,2020-08-16,Southeast,Florida,Miami,Men's Apparel,4789.4,750,41250,417061.0,In-store,2020,August,1011.0569696969696,8,Sunday
6943,Foot Locker,1185732,2020-08-19,Southeast,Florida,Miami,Men's Athletic Footwear,3918.6,750,33750,341232.0,In-store,2020,August,1011.0577777777778,8,Wednesday
6944,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,4354.0,750,37500,379146.0,In-store,2020,April,1011.0559999999999,4,Friday
6945,Foot Locker,1185732,2020-09-21,Southeast,Florida,Miami,Men's Apparel,4789.4,750,41250,417061.0,In-store,2020,September,1011.0569696969696,9,Monday
6946,Sports Direct,1185732,2020-09-25,Southeast,Florida,Miami,Women's Street Footwear,3918.6,750,33750,341232.0,In-store,2020,September,1011.0577777777778,9,Friday
6947,Sports Direct,1185732,2020-10-09,Southeast,Florida,Miami,Men's Apparel,5660.2,750,48750,492890.0,In-store,2020,October,1011.0564102564103,10,Friday
6948,Kohl's,1189833,2021-02-02,Midwest,Montana,Billings,Men's Street Footwear,3483.2,750,30000,303317.0,Outlet,2021,February,1011.0566666666667,2,Tuesday
6949,Sports Direct,1197831,2021-04-04,South,Tennessee,Knoxville,Men's Athletic Footwear,2177.0,750,18750,189573.0,Outlet,2021,April,1011.0559999999999,4,Sunday
6950,Sports Direct,1197831,2021-05-20,South,Tennessee,Knoxville,Women's Apparel,5660.2,750,48750,492890.0,Outlet,2021,May,1011.0564102564103,5,Thursday
6951,Sports Direct,1197831,2021-08-30,South,Alabama,Birmingham,Women's Apparel,3918.6,750,33750,341232.0,Outlet,2021,August,1011.0577777777778,8,Monday
6952,Sports Direct,1197831,2021-08-31,South,Alabama,Birmingham,Men's Street Footwear,3918.6,750,33750,341232.0,Outlet,2021,August,1011.0577777777778,8,Tuesday
6953,Sports Direct,1197831,2021-09-01,South,Alabama,Birmingham,Men's Athletic Footwear,4354.0,750,37500,379146.0,Outlet,2021,September,1011.0559999999999,9,Wednesday
6954,Sports Direct,1197831,2021-09-12,South,Alabama,Birmingham,Men's Street Footwear,3483.2,750,30000,303317.0,Outlet,2021,September,1011.0566666666667,9,Sunday
6955,Sports Direct,1197831,2021-09-13,South,Alabama,Birmingham,Men's Athletic Footwear,4789.4,750,41250,417061.0,Outlet,2021,September,1011.0569696969696,9,Monday
6956,Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Street Footwear,7401.8,750,63750,644549.0,Outlet,2021,August,1011.0572549019607,8,Tuesday
6957,Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Athletic Footwear,8272.6,750,71250,720378.0,In-store,2021,July,1011.0568421052632,7,Friday
6958,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Street Footwear,4789.4,750,41250,417061.0,In-store,2021,November,1011.0569696969696,11,Thursday
6959,Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Street Footwear,5660.2,750,48750,492890.0,In-store,2021,December,1011.0564102564103,12,Thursday
6960,Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,6531.0,750,56250,568719.0,In-store,2021,December,1011.0559999999999,12,Thursday
6961,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,3047.7999999999997,750,26250,265402.0,In-store,2021,January,1011.0552380952381,1,Tuesday
6962,Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Men's Street Footwear,4354.0,750,37500,379146.0,In-store,2021,October,1011.0559999999999,10,Sunday
6963,Foot Locker,1185732,2021-07-17,Midwest,Missouri,St. Louis,Men's Street Footwear,3483.2,750,30000,303317.0,In-store,2021,July,1011.0566666666667,7,Saturday
6964,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Street Footwear,3047.7999999999997,750,26250,265402.0,In-store,2021,August,1011.0552380952381,8,Wednesday
6965,West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Street Footwear,5660.2,750,48750,492890.0,In-store,2021,December,1011.0564102564103,12,Thursday
6966,West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Athletic Footwear,6531.0,750,56250,568719.0,In-store,2021,December,1011.0559999999999,12,Thursday
6967,West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Athletic Footwear,8272.6,750,71250,720378.0,Online,2021,July,1011.0568421052632,7,Friday
6968,West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Apparel,3918.6,750,33750,341232.0,Online,2021,May,1011.0577777777778,5,Wednesday
6969,West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Street Footwear,3918.6,750,33750,341232.0,Online,2021,June,1011.0577777777778,6,Friday
6970,West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Athletic Footwear,4354.0,750,37500,379146.0,Online,2021,June,1011.0559999999999,6,Friday
6971,Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Men's Street Footwear,4354.0,750,37500,379146.0,Online,2021,August,1011.0559999999999,8,Sunday
6972,Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Men's Athletic Footwear,4789.4,750,41250,417061.0,Online,2021,August,1011.0569696969696,8,Sunday
6973,Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Street Footwear,4789.4,750,41250,417061.0,Online,2021,July,1011.0569696969696,7,Sunday
6974,Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,4354.0,750,37500,379146.0,Online,2021,May,1011.0559999999999,5,Wednesday
6975,Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,4354.0,750,37500,379146.0,Online,2021,June,1011.0559999999999,6,Monday
6976,Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Apparel,5660.2,750,48750,492890.0,Online,2021,June,1011.0564102564103,6,Monday
6977,Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Apparel,4789.4,750,41250,417061.0,Online,2021,August,1011.0569696969696,8,Friday
6978,Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,3918.6,750,33750,341232.0,Online,2021,November,1011.0577777777778,11,Saturday
6979,Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,4789.4,750,41250,417061.0,Online,2021,November,1011.0569696969696,11,Saturday
6980,Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Street Footwear,3918.6,750,33750,341232.0,Online,2021,June,1011.0577777777778,6,Friday
6981,Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Men's Street Footwear,5224.8,750,45000,454976.0,Online,2021,August,1011.0577777777778,8,Friday
6982,Sports Direct,1185732,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,4354.0,745,37250,379146.0,In-store,2020,October,1017.8416107382551,10,Wednesday
6983,Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Street Footwear,3483.2,745,29800,303317.0,Online,2021,May,1017.8422818791946,5,Sunday
6984,Sports Direct,1197831,2020-08-08,South,Texas,Houston,Women's Street Footwear,3047.7999999999997,725,25375,265402.0,Outlet,2020,August,1045.9192118226601,8,Saturday
6985,West Gear,1128299,2020-11-08,West,California,San Francisco,Men's Athletic Footwear,4354.0,725,36250,379146.0,Outlet,2020,November,1045.9199999999998,11,Sunday
6986,West Gear,1128299,2020-11-09,West,California,San Francisco,Women's Street Footwear,4354.0,725,36250,379146.0,Outlet,2020,November,1045.9199999999998,11,Monday
6987,West Gear,1128299,2020-12-27,West,California,San Francisco,Women's Street Footwear,5660.2,725,47125,492890.0,Outlet,2020,December,1045.920424403183,12,Sunday
6988,West Gear,1128299,2021-01-05,West,California,San Francisco,Women's Apparel,6966.4,725,58000,606634.0,Outlet,2021,January,1045.9206896551723,1,Tuesday
6989,West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,5224.8,725,43500,454976.0,Outlet,2021,January,1045.9218390804597,1,Friday
6990,West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,6966.4,725,58000,606634.0,Outlet,2021,January,1045.9206896551723,1,Saturday
6991,West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,4789.4,725,39875,417061.0,Outlet,2021,January,1045.9210031347964,1,Wednesday
6992,West Gear,1128299,2021-01-28,West,California,San Francisco,Men's Apparel,5660.2,725,47125,492890.0,Outlet,2021,January,1045.920424403183,1,Thursday
6993,West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,4789.4,725,39875,417061.0,Outlet,2021,February,1045.9210031347964,2,Sunday
6994,Kohl's,1189833,2021-05-03,West,California,Los Angeles,Women's Street Footwear,4354.0,725,36250,379146.0,Outlet,2021,May,1045.9199999999998,5,Monday
6995,Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,5660.2,725,47125,492890.0,Outlet,2021,May,1045.920424403183,5,Sunday
6996,Sports Direct,1197831,2021-08-11,Midwest,Illinois,Chicago,Men's Street Footwear,1741.6,725,14500,151659.0,Outlet,2021,August,1045.9241379310345,8,Wednesday
6997,Sports Direct,1197831,2021-08-12,Midwest,Illinois,Chicago,Men's Athletic Footwear,2612.4,725,21750,227488.0,Outlet,2021,August,1045.9218390804597,8,Thursday
6998,Sports Direct,1197831,2021-09-28,South,Texas,Dallas,Men's Street Footwear,4789.4,725,39875,417061.0,Outlet,2021,September,1045.9210031347964,9,Tuesday
6999,Sports Direct,1197831,2021-09-30,South,Texas,Dallas,Women's Street Footwear,5224.8,725,43500,454976.0,Outlet,2021,September,1045.9218390804597,9,Thursday
7000,Sports Direct,1197831,2021-10-10,South,Texas,Dallas,Men's Street Footwear,3483.2,725,29000,303317.0,Outlet,2021,October,1045.9206896551723,10,Sunday
7001,Sports Direct,1197831,2021-10-11,South,Texas,Dallas,Men's Athletic Footwear,3483.2,725,29000,303317.0,Outlet,2021,October,1045.9206896551723,10,Monday
7002,Sports Direct,1197831,2021-10-18,South,Texas,Dallas,Women's Street Footwear,5660.2,725,47125,492890.0,Outlet,2021,October,1045.920424403183,10,Monday
7003,West Gear,1128299,2020-04-14,West,Colorado,Denver,Men's Street Footwear,5224.8,725,43500,454976.0,In-store,2020,April,1045.9218390804597,4,Tuesday
